3688352256.148000	-0.000072	24.736353	0.837113	-2.429018
3688352261.147000	-0.000071	24.609460	0.839237	-2.424272
3688352266.145000	-0.000065	24.765985	0.840484	-2.417193
3688352271.148000	-0.000070	24.839075	0.840175	-2.404761
3688352276.147000	-0.000072	24.784937	0.842199	-2.421907
3688352281.146000	-0.000069	24.732050	0.837035	-2.422766
3688352286.146000	-0.000064	24.827173	0.832952	-2.418146
3688352291.145000	-0.000075	24.809747	0.847389	-2.410392
3688352296.147000	-0.000069	24.769128	0.834619	-2.425151
3688352301.147000	-0.000068	24.816217	0.832046	-2.419830
3688352306.145000	-0.000067	24.968774	0.844413	-2.408395
3688352311.145000	-0.000063	24.892969	0.836506	-2.429297
3688352316.146000	-0.000055	25.030511	0.840510	-2.414145
3688352321.147000	-0.000066	24.986200	0.834522	-2.408978
3688352326.145000	-0.000063	25.047632	0.841426	-2.422281
3688352331.148000	-0.000061	24.859949	0.837885	-2.414454
3688352336.147000	-0.000074	24.799097	0.831312	-2.416746
3688352341.146000	-0.000069	24.915613	0.841011	-2.406425
3688352346.145000	-0.000064	25.039697	0.838469	-2.429049
3688352351.146000	-0.000059	24.990503	0.836419	-2.421679
3688352356.146000	-0.000070	24.684778	0.837102	-2.420419
3688352361.145000	-0.000070	24.823541	0.829893	-2.418207
3688352366.146000	-0.000073	24.732355	0.842767	-2.405590
3688352371.146000	-0.000071	24.759576	0.843528	-2.417971
3688352376.145000	-0.000068	24.749780	0.839280	-2.427050
3688352381.146000	-0.000065	24.804163	0.840300	-2.414899
3688352386.145000	-0.000066	24.696863	0.840621	-2.416113
3688352391.148000	-0.000069	24.864099	0.832008	-2.412960
3688352396.146000	-0.000066	24.997980	0.829607	-2.412349
3688352401.145000	-0.000064	24.937189	0.829791	-2.411382
3688352406.146000	-0.000067	24.859552	0.826958	-2.418566
3688352411.146000	-0.000066	24.843347	0.834150	-2.421134
3688352416.145000	-0.000069	24.744287	0.838364	-2.421399
3688352421.146000	-0.000066	24.737573	0.837058	-2.422075
3688352426.145000	-0.000060	25.005975	0.839206	-2.428376
3688352431.147000	-0.000061	24.934442	0.842549	-2.422846
3688352436.147000	-0.000063	24.928949	0.844322	-2.422192
3688352441.146000	-0.000071	24.839685	0.848118	-2.416018
3688352446.148000	-0.000068	24.810999	0.844532	-2.421870
3688352451.149000	-0.000066	25.031702	0.845971	-2.418061
3688352456.146000	-0.000064	25.007837	0.850218	-2.403520
3688352461.146000	-0.000069	24.876428	0.842751	-2.421208
3688352466.146000	-0.000065	24.907617	0.842968	-2.417846
3688352471.148000	-0.000066	24.876123	0.845215	-2.415619
3688352476.147000	-0.000061	25.103906	0.848719	-2.410634
3688352481.145000	-0.000068	24.919885	0.849203	-2.403684
3688352486.148000	-0.000070	24.882898	0.844391	-2.416642
3688352491.146000	-0.000074	24.809503	0.845810	-2.408383
3688352496.145000	-0.000068	24.900903	0.844274	-2.414731
3688352501.147000	-0.000067	25.023828	0.839660	-2.427320
3688352506.146000	-0.000073	24.895715	0.843917	-2.422802
3688352511.145000	-0.000072	24.746515	0.845716	-2.418286
3688352516.145000	-0.000075	24.751733	0.850097	-2.406953
3688352521.147000	-0.000072	24.857507	0.846001	-2.411095
3688352526.145000	-0.000068	24.946802	0.840750	-2.404075
3688352531.148000	-0.000062	25.088007	0.844816	-2.410195
3688352536.147000	-0.000069	24.896997	0.836476	-2.407932
3688352541.145000	-0.000071	24.927881	0.826004	-2.419826
3688352546.147000	-0.000071	24.951135	0.826636	-2.418392
3688352551.146000	-0.000069	24.818781	0.834944	-2.423615
3688352556.145000	-0.000064	24.914484	0.836718	-2.422378
3688352561.146000	-0.000057	24.979272	0.838934	-2.428896
3688352566.145000	-0.000064	25.026056	0.844596	-2.418868
3688352571.147000	-0.000063	25.041010	0.847863	-2.408804
3688352576.145000	-0.000066	25.098779	0.830125	-2.409650
3688352581.146000	-0.000073	24.776270	0.827661	-2.422085
3688352586.146000	-0.000066	24.968286	0.834807	-2.419720
3688352591.148000	-0.000068	24.851190	0.829788	-2.426467
3688352596.147000	-0.000063	24.953882	0.836359	-2.419118
3688352601.146000	-0.000058	25.014734	0.837579	-2.421196
3688352606.148000	-0.000064	24.901025	0.838089	-2.420566
3688352611.147000	-0.000063	25.038873	0.835116	-2.428639
3688352616.145000	-0.000061	25.150476	0.841902	-2.426361
3688352621.148000	-0.000056	25.268732	0.847493	-2.412783
3688352626.146000	-0.000064	24.995538	0.829075	-2.418920
3688352631.145000	-0.000068	24.909937	0.837045	-2.419900
3688352636.146000	-0.000066	24.939264	0.837648	-2.429738
3688352641.145000	-0.000071	24.931360	0.841531	-2.426254
3688352646.146000	-0.000068	24.962549	0.848704	-2.408804
3688352651.146000	-0.000070	24.943323	0.828754	-2.411642
3688352656.146000	-0.000066	25.016962	0.831350	-2.423710
3688352661.147000	-0.000065	24.987329	0.837466	-2.420341
3688352666.147000	-0.000068	24.963495	0.837901	-2.428776
3688352671.146000	-0.000069	25.016656	0.844863	-2.417676
3688352676.146000	-0.000073	24.883997	0.848587	-2.404241
3688352681.146000	-0.000070	24.909387	0.838664	-2.404619
3688352686.147000	-0.000071	25.017328	0.830588	-2.408931
3688352691.147000	-0.000066	24.949457	0.831308	-2.422446
3688352696.145000	-0.000066	24.908167	0.835372	-2.422919
3688352701.147000	-0.000067	24.954645	0.837381	-2.422184
3688352706.146000	-0.000065	24.964716	0.838583	-2.425362
3688352711.146000	-0.000061	24.962915	0.838779	-2.420035
3688352716.147000	-0.000062	25.005975	0.839044	-2.418684
3688352721.145000	-0.000069	24.867181	0.836955	-2.421099
3688352726.147000	-0.000064	24.968988	0.838176	-2.417283
3688352731.147000	-0.000069	25.020044	0.834748	-2.422203
3688352736.146000	-0.000064	25.195825	0.829465	-2.412575
3688352741.147000	-0.000061	25.304041	0.836669	-2.426886
3688352746.147000	-0.000064	25.040277	0.837498	-2.425088
3688352751.145000	-0.000067	25.017084	0.838145	-2.418936
3688352756.146000	-0.000072	24.800348	0.834524	-2.421880
3688352761.145000	-0.000066	24.959009	0.827084	-2.418565
3688352766.146000	-0.000072	25.020166	0.834761	-2.406854
3688352771.146000	-0.000074	24.937585	0.842362	-2.407248
3688352776.145000	-0.000068	25.149438	0.840269	-2.419609
3688352781.148000	-0.000067	25.008844	0.835314	-2.431020
3688352786.146000	-0.000067	25.010706	0.839086	-2.426652
3688352791.145000	-0.000065	25.118616	0.840419	-2.423076
3688352796.146000	-0.000061	25.139673	0.839009	-2.419754
3688352801.146000	-0.000063	25.039087	0.839449	-2.418742
3688352806.147000	-0.000075	24.900018	0.835467	-2.418821
3688352811.146000	-0.000070	24.897882	0.832363	-2.424110
3688352816.145000	-0.000068	25.076715	0.826954	-2.424185
3688352821.147000	-0.000071	25.020197	0.826537	-2.416567
3688352826.146000	-0.000068	25.041895	0.823521	-2.423398
3688352831.146000	-0.000071	24.953882	0.826579	-2.415413
3688352836.147000	-0.000076	24.871332	0.839773	-2.407639
3688352841.147000	-0.000078	24.874689	0.842768	-2.409674
3688352846.145000	-0.000071	25.056848	0.838258	-2.425623
3688352851.147000	-0.000069	25.067529	0.836496	-2.426464
3688352856.146000	-0.000077	24.823633	0.838275	-2.422488
3688352861.145000	-0.000073	24.794611	0.839110	-2.414876
3688352866.147000	-0.000075	24.906488	0.829582	-2.422318
3688352871.146000	-0.000080	24.801965	0.827715	-2.423402
3688352876.148000	-0.000082	24.802271	0.834519	-2.408671
3688352881.146000	-0.000077	24.854578	0.837414	-2.406151
3688352886.146000	-0.000074	24.947473	0.839874	-2.419315
3688352891.148000	-0.000077	24.755518	0.834602	-2.427825
3688352896.146000	-0.000077	24.686731	0.837611	-2.417545
3688352901.146000	-0.000083	24.761316	0.827965	-2.417979
3688352906.146000	-0.000069	25.087793	0.844241	-2.410574
3688352911.146000	-0.000062	25.243646	0.835788	-2.429871
3688352916.145000	-0.000068	24.976251	0.835457	-2.421073
3688352921.146000	-0.000072	25.036493	0.830686	-2.411410
3688352926.146000	-0.000074	25.008356	0.843504	-2.414935
3688352931.145000	-0.000076	24.895868	0.836028	-2.426204
3688352936.146000	-0.000065	25.051752	0.836601	-2.418441
3688352941.146000	-0.000078	24.956110	0.835656	-2.419791
3688352946.146000	-0.000076	24.985742	0.829987	-2.411906
3688352951.145000	-0.000075	24.975671	0.840935	-2.422023
3688352956.147000	-0.000078	24.784906	0.835046	-2.419062
3688352961.146000	-0.000079	24.915125	0.833222	-2.408671
3688352966.146000	-0.000073	24.872308	0.835898	-2.430827
3688352971.146000	-0.000072	24.945367	0.829874	-2.421778
3688352976.146000	-0.000068	25.106165	0.837595	-2.428676
3688352981.147000	-0.000071	25.146234	0.833205	-2.405904
3688352986.147000	-0.000072	24.897089	0.834008	-2.425786
3688352991.146000	-0.000073	25.101312	0.845764	-2.412876
3688352996.148000	-0.000075	24.896509	0.831859	-2.422041
3688353001.146000	-0.000078	24.899255	0.842352	-2.419573
3688353006.145000	-0.000078	24.676080	0.835014	-2.418310
3688353011.148000	-0.000070	25.048730	0.839562	-2.426707
3688353016.148000	-0.000072	25.017877	0.833100	-2.419533
3688353021.147000	-0.000072	25.144403	0.845566	-2.415976
3688353026.146000	-0.000068	24.999536	0.835031	-2.420466
3688353031.146000	-0.000069	25.122400	0.836315	-2.407241
3688353036.147000	-0.000073	24.934412	0.837186	-2.428981
3688353041.147000	-0.000074	25.015710	0.835871	-2.419934
3688353046.145000	-0.000074	24.952448	0.845097	-2.411632
3688353051.147000	-0.000065	25.051202	0.834098	-2.420973
3688353056.147000	-0.000075	24.960107	0.843562	-2.407163
3688353061.148000	-0.000075	24.795313	0.832011	-2.424982
3688353066.147000	-0.000077	24.905695	0.843441	-2.415860
3688353071.147000	-0.000072	24.945734	0.834215	-2.419281
3688353076.147000	-0.000071	25.099481	0.842479	-2.420787
3688353081.145000	-0.000068	25.028619	0.834105	-2.420982
3688353086.147000	-0.000072	25.064355	0.838755	-2.427720
